date,True AQI,Predicted AQI
2024-11-04,17.0,48.68878
2024-11-05,38.0,54.43499
2024-11-06,52.0,78.71086
2024-11-07,93.0,108.086876
2024-11-08,148.0,126.93695
2024-11-09,161.0,125.921265
2024-11-10,125.0,110.08556
2024-11-11,74.0,90.87932
2024-11-12,84.0,77.82016
2024-11-13,81.0,69.45153
2024-11-14,53.0,61.39398
2024-11-15,70.0,52.554214
2024-11-16,43.0,44.629967
2024-11-17,29.0,43.009224
2024-11-18,41.0,45.78812
2024-11-19,57.0,48.00357
2024-11-20,65.0,45.216194
2024-11-21,25.0,43.065693
2024-11-22,32.0,47.2345
2024-11-23,51.0,53.623924
2024-11-24,88.0,52.976475
2024-11-25,48.0,42.033157
2024-11-26,19.0,29.582773
2024-11-27,19.0,23.821243
2024-11-28,19.0,27.121595
2024-11-29,30.0,33.628075
2024-11-30,43.0,37.41501
2024-12-01,51.0,37.05798
2024-12-02,22.0,33.841717
2024-12-03,36.0,30.9314
2024-12-04,34.0,27.666904
2024-12-05,21.0,24.668274
2024-12-06,24.0,23.572708
2024-12-07,17.0,26.164701
2024-12-08,27.0,31.506962
2024-12-09,44.0,37.17032
2024-12-10,38.0,41.47688
2024-12-11,39.0,42.59487
2024-12-12,64.0,39.95502
2024-12-13,25.0,34.73485
2024-12-14,26.0,31.409773
2024-12-15,34.0,29.264196
2024-12-16,35.0,28.355682
2024-12-17,20.0,28.52037
2024-12-18,22.0,30.71208
2024-12-19,44.0,32.55381
2024-12-20,40.0,31.637655
2024-12-21,19.0,31.969322
2024-12-22,27.0,37.579285
2024-12-23,40.0,46.041348
2024-12-24,66.0,49.274635
2024-12-25,63.0,43.834076
2024-12-26,25.0,38.117672
2024-12-27,19.0,44.65237
2024-12-28,39.0,61.529926
2024-12-29,62.0,85.119385
2024-12-30,65.0,77.792404
2024-12-31,47.0,62.041504
