date,True AQI,Predicted AQI
2024-09-14,23,38.644097858009964
2024-09-15,28,31.54822546281139
2024-09-16,40,35.09616166041068
2024-09-17,26,43.611208534648966
2024-09-18,38,33.67698718137096
2024-09-19,53,42.19203405560925
2024-09-20,31,52.83584264840711
2024-09-21,17,37.22492337897025
2024-09-22,18,27.290702025692248
2024-09-23,34,28.000289265212107
2024-09-24,56,39.35368509752982
2024-09-25,43,54.96460436696668
2024-09-26,34,45.73997025320854
2024-09-27,46,39.35368509752982
2024-09-28,52,47.868731971768106
2024-09-29,68,52.12625540888725
2024-09-30,12,63.47965124120497
2024-10-01,15,23.742765828092963
2024-10-02,18,25.871527546652537
2024-10-03,30,28.000289265212107
2024-10-04,63,36.51533613945039
2024-10-05,81,59.931715043605685
2024-10-06,81,72.7042853549631
2024-10-07,24,72.7042853549631
2024-10-08,26,32.25781270233125
2024-10-09,77,33.67698718137096
2024-10-10,22,69.86593639688368
2024-10-11,48,30.838638223291536
2024-10-12,84,49.287906450807824
2024-10-13,116,74.83304707352269
2024-10-14,120,97.53983873815812
2024-10-15,40,100.37818769623755
2024-10-16,45,43.611208534648966
2024-10-17,57,47.15914473224825
2024-10-18,38,55.67419160648654
2024-10-19,17,42.19203405560925
2024-10-20,33,27.290702025692248
2024-10-21,52,38.644097858009964
2024-10-22,26,52.12625540888725
2024-10-23,40,33.67698718137096
2024-10-24,62,43.611208534648966
2024-10-25,148,59.22212780408582
2024-10-26,201,120.24663040279356
2024-10-27,28,157.854754097346
2024-10-28,40,35.09616166041068
2024-10-29,90,43.611208534648966
2024-10-30,89,79.09057051064183
2024-10-31,136,78.38098327112198
2024-11-01,130,111.73158352855526
2024-11-02,123,107.47406009143612
2024-11-03,71,102.50694941479712
2024-11-04,17,65.60841295976454
2024-11-05,38,27.290702025692248
2024-11-06,52,42.19203405560925
2024-11-07,93,52.12625540888725
2024-11-08,148,81.2193322292014
2024-11-09,161,120.24663040279356
2024-11-10,125,129.47126451655168
2024-11-11,74,103.92612389383683
2024-11-12,84,67.73717467832411
2024-11-13,81,74.83304707352269
2024-11-14,53,72.7042853549631
2024-11-15,70,52.83584264840711
2024-11-16,43,64.89882572024469
2024-11-17,29,45.73997025320854
2024-11-18,41,35.805748899930535
2024-11-19,57,44.32079577416882
2024-11-20,65,55.67419160648654
2024-11-21,25,61.350889522645396
2024-11-22,32,32.967399941851106
2024-11-23,51,37.93451061849011
2024-11-24,88,51.4166681693674
2024-11-25,48,77.67139603160211
2024-11-26,19,49.287906450807824
2024-11-27,19,28.709876504731966
2024-11-28,19,28.709876504731966
2024-11-29,30,28.709876504731966
2024-11-30,43,36.51533613945039
2024-12-01,51,45.73997025320854
2024-12-02,22,51.4166681693674
2024-12-03,36,30.838638223291536
2024-12-04,34,40.77285957656954
2024-12-05,21,39.35368509752982
2024-12-06,24,30.129050983771677
2024-12-07,17,32.25781270233125
2024-12-08,27,27.290702025692248
2024-12-09,44,34.386574420890824
2024-12-10,38,46.449557492728395
2024-12-11,39,42.19203405560925
2024-12-12,64,42.90162129512911
2024-12-13,25,60.64130228312554
2024-12-14,26,32.967399941851106
2024-12-15,34,33.67698718137096
2024-12-16,35,39.35368509752982
2024-12-17,20,40.06327233704968
2024-12-18,22,29.41946374425182
2024-12-19,44,30.838638223291536
2024-12-20,40,46.449557492728395
2024-12-21,19,43.611208534648966
2024-12-22,27,28.709876504731966
2024-12-23,40,34.386574420890824
2024-12-24,66,43.611208534648966
2024-12-25,63,62.06047676216525
2024-12-26,25,59.931715043605685
2024-12-27,19,32.967399941851106
2024-12-28,39,28.709876504731966
2024-12-29,62,42.90162129512911
2024-12-30,65,59.22212780408582
2024-12-31,47,61.350889522645396
